#				
#   VizieR Astronomical Server vizier.u-strasbg.fr				
#    Date: 2021-04-23T06:47:17 [V1.99+ (14-Oct-2013)]				
#   In case of problem, please report to:	cds-question@unistra.fr			
#				
#				
#Coosys	J2000:	eq_FK5 J2000		
#INFO	votable-version=1.99+ (14-Oct-2013)			
#INFO	-ref=VIZ60826c0f15d4da			
#INFO	-out.max=9999			
#INFO	queryParameters=9			
#-oc.form=dec				
#-out.max=9999				
#-nav=cat:J/AJ/159/60&tab:{J/AJ/159/60/table1}&key:source=J/AJ/159/60/table1&HTTPPRM:&				
#-source=J/AJ/159/60/table1				
#-order=I				
#-out=TIC				
#-out=Sec				
#-out=Outbst				
#-out=Flare				
#				
				
#RESOURCE=yCat_51590060				
#Name: J/AJ/159/60				
#Title: 8695 flares from 1228 stars in TESS sectors 1 & 2 (Gunther+, 2020)				
#Table	J_AJ_159_60_table1:			
206592394	2	13	1	
206592394	2	13	2	
206592394	2	14	1	
206592394	2	15	1	
206592394	2	15	2	
206592394	2	15	3	
206592394	2	16	1	
206592394	2	17	1	
206592394	2	17	2	
206592394	2	18	1	
206592394	2	19	1	
206592394	2	20	1	
206609630	1	1	1	
206609630	1	3	1	
206609630	1	4	1	
206609630	2	2	1	
206609630	2	3	1	
206609630	2	4	1	
206609630	2	5	1	
206609630	2	6	1	
206609630	2	7	1	
206610657	2	1	1	
206610657	2	2	1	
206623351	2	1	1	
206623351	2	1	2	
206623351	2	1	3	
206624740	2	1	1	
206624740	2	2	1	
206624740	2	3	1	
206624740	2	4	1	
206649739	2	1	1	
206649739	2	2	1	
206649739	2	3	1	
206649739	2	4	1	
206649739	2	4	2	
206688155	2	1	1	
207080123	1	2	1	
207080123	1	4	1	
207080123	1	5	1	
207080123	1	6	1	
207080123	1	7	1	
207080123	1	7	2	
207080123	1	8	1	
207080123	1	8	2	
207080123	1	8	3	
207080123	1	9	1	
207080123	1	9	2	
207082763	1	1	1	
207082763	1	1	2	
207082763	1	2	1	
207082763	1	2	2	
207082763	1	3	1	
207082763	1	3	2	
207082763	1	4	1	
207082763	1	6	1	
207082763	1	7	1	
207082763	1	7	2	
207082763	1	8	1	
207082763	1	9	1	
207082763	1	10	1	
207082763	1	12	1	
207082763	1	13	1	
207082763	1	13	2	
207082763	1	14	1	
207082763	1	15	1	
207082763	1	17	1	
207082763	1	18	1	
207082763	1	19	1	
207082763	1	20	1	
207082763	1	22	1	
207082763	1	24	1	
207082763	1	25	1	
207082763	1	26	1	
207082763	1	26	2	
207082763	1	27	1	
207082763	1	28	1	
207082763	1	28	2	
207082763	1	29	1	
207108993	2	1	1	
207132076	2	1	1	
207132076	2	2	1	
207132076	2	3	1	
207132076	2	4	1	
207132076	2	4	2	
207132076	2	6	1	
207132076	2	6	2	
207132076	2	7	1	
207132076	2	8	1	
207132076	2	9	1	
207132076	2	10	1	
207132076	2	11	1	
207132076	2	12	1	
207132076	2	12	2	
207132076	2	13	1	
207132076	2	14	1	
207132076	2	15	1	
207132076	2	16	1	
207138379	2	1	1	
207138379	2	1	2	
207138379	2	2	1	
207138379	2	3	1	
207138379	2	3	2	
207138379	2	3	3	
207138379	2	4	1	
207138379	2	5	1	
207138379	2	6	1	
207138379	2	7	1	
207138379	2	8	1	
207138379	2	9	1	
207138379	2	9	2	
207138379	2	11	1	
207138379	2	13	1	
207138379	2	13	2	
207138379	2	14	1	
207138379	2	15	1	
207138379	2	16	1	
207138379	2	17	1	
207138379	2	17	2	
207138379	2	17	3	
207140650	2	1	1	
207140650	2	2	1	
207140650	2	3	1	
207140650	2	6	1	
207140650	2	7	1	
207140650	2	8	1	
207144018	2	1	1	
207144018	2	3	1	
207147334	2	1	1	
207148580	2	1	1	
207148580	2	3	1	
207148580	2	4	1	
207169757	2	1	1	
207169757	2	1	2	
207172859	2	1	1	
207172859	2	2	1	
207172859	2	3	1	
207172859	2	3	2	
207199350	2	1	1	
207199350	2	1	2	
207199350	2	3	1	
207199350	2	4	1	
207199350	2	5	1	
207199350	2	6	1	
207199350	2	7	1	
207238086	2	1	1	
209396749	1	1	1	
209396749	1	1	2	
211354464	1	1	1	
211354464	1	3	1	
211354464	1	3	2	
211354464	1	4	1	
211354464	1	4	2	
211354464	1	5	1	
211354464	1	6	1	
211354464	1	7	1	
211354464	1	8	1	
211354464	1	9	1	
211354464	1	10	1	
211354464	1	11	1	
211354464	1	13	1	
211378474	1	1	1	
211378474	1	2	1	
211414575	1	1	1	
211414575	1	2	1	
211433156	1	1	1	
211438898	2	1	1	
211438898	2	2	1	
214516789	1	1	1	
214516789	1	2	1	
214517415	1	1	1	
214517415	1	2	1	
214517415	1	2	2	
214517415	1	4	1	
214517415	1	4	2	
214664015	2	1	1	
214664015	2	2	1	
214664015	2	3	1	
214772274	1	1	1	
214772274	1	1	2	
214772274	1	2	1	
214772274	1	3	1	
214772274	1	4	1	
214912309	1	1	1	
215197039	1	1	1	
215197039	1	2	1	
215197039	1	3	1	
215197039	1	4	1	
215197039	1	6	1	
215197039	1	8	1	
215197039	1	8	2	
215197039	1	9	1	
215197039	1	10	1	
215197039	1	11	1	
215197039	1	12	1	
215197039	1	13	1	
215197039	1	13	2	
218963269	2	1	1	
218963269	2	3	1	
218973487	2	1	1	
218973487	2	1	2	
218973487	2	2	1	
218973487	2	2	2	
218973487	2	2	3	
218973487	2	3	1	
218973487	2	4	1	
218973487	2	5	1	
218973487	2	5	2	
218973487	2	6	1	
218973487	2	7	1	
218973487	2	7	2	
218985069	2	1	1	
219150432	1	1	1	
219166792	1	2	1	
219166792	1	5	1	
219166792	1	5	2	
219176544	1	1	1	
219176544	1	2	1	
219176544	1	2	2	
219176544	1	3	1	
219176544	1	4	1	
219176544	1	4	2	
219176544	1	5	1	
219176544	1	5	2	
219176544	1	6	1	
219176544	1	7	1	
219176544	1	7	2	
219212899	1	1	1	
219212899	1	2	1	
219212899	1	3	1	
219325965	1	1	1	
219326123	1	1	1	
219326123	1	1	2	
219328784	1	1	1	
219339932	2	1	1	
219993473	2	1	1	
219993473	2	4	1	
219993473	2	5	1	
219993473	2	5	2	
219993473	2	5	3	
219993473	2	6	1	
219993473	2	7	1	
219993473	2	8	1	
219993473	2	9	1	
219993473	2	10	1	
219993473	2	11	1	
219998026	2	1	1	
219998026	2	2	1	
219998026	2	3	1	
219998026	2	4	1	
219998026	2	5	1	
219998026	2	6	1	
219998026	2	7	1	
219998026	2	8	1	
219998026	2	9	1	
219998026	2	9	2	
219998026	2	10	1	
219998026	2	11	1	
220018894	2	3	1	
220018894	2	3	2	
220018894	2	3	3	
220018894	2	4	1	
220018894	2	5	1	
220018894	2	6	1	
220391763	2	1	1	
220391763	2	3	1	
220391763	2	4	1	
220391763	2	5	1	
220391763	2	6	1	
220398321	2	1	1	
220407530	2	1	1	
220407530	2	2	1	
220407530	2	2	2	
220407530	2	2	3	
220407530	2	3	1	
220407530	2	4	1	
220407530	2	4	2	
220407530	2	5	1	
220407530	2	6	1	
220408233	1	1	1	
220411388	1	1	1	
220411388	1	2	1	
220411388	1	3	1	
220411388	1	4	1	
220411388	1	5	1	
220411388	2	1	1	
220411388	2	2	1	
220411388	2	3	1	
220417260	2	1	1	
220417260	2	2	1	
220429097	1	1	1	
220429097	1	2	1	
220429097	2	2	1	
220432563	1	1	1	
220432563	1	1	2	
220432563	1	3	1	
220432563	1	4	1	
220432563	1	5	1	
220432563	1	6	1	
220432563	1	7	1	
220432563	1	9	1	
220432563	1	9	2	
220432563	1	9	3	
220432563	1	10	1	
220432563	2	2	1	
220432563	2	3	1	
220432563	2	3	2	
220432563	2	3	3	
220432563	2	4	1	
220432563	2	7	1	
220432563	2	7	2	
220432563	2	8	1	
220432563	2	9	1	
220432563	2	9	2	
220432563	2	10	1	
220432563	2	10	2	
220432563	2	11	1	
220432563	2	11	2	
220432563	2	12	1	
220432563	2	14	1	
220432563	2	16	1	
220432563	2	17	1	
220433363	2	1	1	
220433363	2	2	1	
220433363	2	3	1	
220433363	2	3	2	
220433363	2	4	1	
220433363	2	5	1	
220433363	2	5	2	
220433363	2	6	1	
220433363	2	7	1	
220433363	2	8	1	
220433363	2	8	2	
220433363	2	9	1	
220433363	2	9	2	
220433363	2	10	1	
220433363	2	10	2	
220433363	2	11	1	
220433363	2	12	1	
220433363	2	13	1	
220433363	2	13	2	
220433363	2	14	1	
220433363	2	14	2	
220433363	2	15	1	
220433363	2	16	1	
220433363	2	17	1	
220433363	2	17	2	
220433363	2	18	1	
220433363	2	18	2	
220433363	2	19	1	
220433363	2	19	2	
220433363	2	19	3	
220433363	2	20	1	
220433363	2	21	1	
220433363	2	21	2	
220433363	2	22	1	
220433363	2	22	2	
220433363	2	23	1	
220433363	2	23	2	
220433363	2	24	1	
220433363	2	24	2	
220433363	2	25	1	
220433364	2	1	1	
220433364	2	1	2	
220433364	2	2	1	
220433364	2	2	2	
220433364	2	3	1	
220433364	2	4	1	
220433364	2	4	2	
220433364	2	5	1	
220433364	2	6	1	
220433364	2	7	1	
220433364	2	7	2	
220433364	2	8	1	
220433364	2	9	1	
220433364	2	9	2	
220433364	2	10	1	
220433364	2	11	1	
220433364	2	12	1	
220433364	2	12	2	
220433364	2	13	1	
220433364	2	14	1	
220433364	2	15	1	
220433364	2	16	1	
220433364	2	17	1	
220433364	2	17	2	
220433364	2	18	1	
220433364	2	19	1	
220433364	2	19	2	
220433364	2	20	1	
220433364	2	20	2	
220433364	2	21	1	
220433364	2	21	2	
220433364	2	22	1	
220433364	2	22	2	
220433364	2	23	1	
220433364	2	24	1	
220433364	2	24	2	
220433364	2	26	1	
220433364	2	27	1	
220433364	2	28	1	
220433364	2	29	1	
220433364	2	29	2	
220436250	2	1	1	
220457102	2	1	1	
220460948	2	1	1	
220473037	2	1	1	
220473309	2	1	1	
220473309	2	1	2	
220473309	2	2	1	
220473309	2	2	2	
220473309	2	3	1	
220473309	2	5	1	
220473309	2	6	1	
220473309	2	6	2	
220473309	2	7	1	
220473309	2	8	1	
220473309	2	9	1	
220473309	2	9	2	
220473309	2	10	1	
220473309	2	10	2	
220473309	2	10	3	
220473309	2	12	1	
220473309	2	13	1	
220473309	2	14	1	
220474209	1	1	1	
220476782	1	1	1	
220481179	1	1	1	
220512758	1	1	1	
220512758	1	2	1	
220512758	1	2	2	
220512758	1	3	1	
220512758	1	5	1	
220512758	1	6	1	
220513299	1	1	1	
220513299	2	2	1	
220522527	1	1	1	
220522527	1	2	1	
220522527	2	1	1	
220522527	2	2	1	
220522527	2	3	1	
220523369	1	1	1	
220523369	1	2	1	
220523369	1	4	1	
220523369	1	7	1	
220523369	1	8	1	
220523369	1	9	1	
220523369	1	10	1	
220523369	2	1	1	
220523369	2	2	1	
220523369	2	3	1	
220523369	2	3	2	
220523369	2	4	1	
220523369	2	5	1	
220523369	2	6	1	
220523369	2	6	2	
220523369	2	7	1	
220523369	2	8	1	
220523369	2	9	1	
220523369	2	10	1	
220523369	2	11	1	
220523369	2	11	2	
220523369	2	12	1	
220523369	2	14	1	
220523369	2	14	2	
220523369	2	15	1	
220526731	1	1	1	
220536421	1	1	1	
220536421	1	2	1	
220536421	1	3	1	
220536421	1	4	1	
220536421	1	5	1	
220536421	1	6	1	
220536421	1	7	1	
220536421	1	7	2	
220536421	1	8	1	
220536421	1	9	1	
220536421	1	9	2	
220536421	1	10	1	
220536421	1	11	1	
220536421	1	12	1	
220536421	1	13	1	
220536421	1	13	2	
220536421	2	1	1	
220536421	2	1	2	
220536421	2	2	1	
220536421	2	3	1	
220536421	2	4	1	
220536421	2	4	2	
220536421	2	5	1	
220536421	2	5	2	
220536421	2	6	1	
220536421	2	6	2	
220536421	2	7	1	
220536421	2	8	1	
220536421	2	9	1	
220536421	2	10	1	
220536421	2	11	1	
220536421	2	11	2	
220536421	2	12	1	
220536421	2	13	1	
220536421	2	14	1	
220536421	2	15	1	
220536421	2	15	2	
220536421	2	15	3	
220536421	2	16	1	
220536421	2	17	1	
220536421	2	17	2	
220536421	2	17	3	
220536421	2	17	4	
220536421	2	18	1	
220536421	2	18	2	
220538891	1	2	1	
220538891	2	1	1	
220538891	2	2	1	
220539110	1	1	1	
220539110	1	2	1	
220539110	1	3	1	
220539110	1	4	1	
220539110	1	4	2	
220539110	1	5	1	
220539110	1	6	1	
220539110	1	7	1	
220539110	1	8	1	
220539110	1	9	1	
220539110	1	10	1	
220539110	1	11	1	
220539110	2	1	1	
220539110	2	2	1	
220539110	2	2	2	
220539110	2	2	3	
220539110	2	3	1	
220539110	2	4	1	
220539110	2	5	1	
220539110	2	6	1	
220539110	2	6	2	
220539110	2	7	1	
220539110	2	8	1	
220539110	2	9	1	
220539110	2	10	1	
220539110	2	10	2	
220539110	2	11	1	
220539110	2	11	2	
220539110	2	12	1	
220539110	2	12	2	
220556639	1	1	1	
220556639	1	2	1	
220556639	1	2	2	
220556639	1	3	1	
220556639	1	5	1	
220556639	1	6	1	
220556639	1	7	1	
220556639	1	8	1	
220556639	1	9	1	
220556639	1	9	2	
220556639	1	9	3	
220556639	1	10	1	
220556639	1	11	1	
220556639	1	12	1	
220556639	1	12	2	
220556639	1	12	3	
220556639	1	13	1	
220556639	1	14	1	
220556639	1	15	1	
220556639	1	16	1	
220556639	1	17	1	
220556639	1	17	2	
220556639	1	18	1	
220556639	1	18	2	
220556639	1	19	1	
220556639	1	19	2	
220556639	1	20	1	
220556639	2	1	1	
220556639	2	2	1	
220556639	2	3	1	
220556639	2	4	1	
220556639	2	5	1	
220556639	2	7	1	
220556639	2	7	2	
220556639	2	8	1	
220556639	2	9	1	
220556639	2	9	2	
220556639	2	9	3	
220556639	2	10	1	
220556639	2	11	1	
220556639	2	12	1	
220556639	2	12	2	
220556639	2	13	1	
220557560	1	1	1	
220557560	1	3	1	
220557560	1	4	1	
220557560	1	5	1	
220557560	1	8	1	
220557560	1	9	1	
220557560	1	10	1	
220557560	1	11	1	
220557560	1	12	1	
220557560	1	13	1	
220557560	1	14	1	
220557560	2	1	1	
220557560	2	2	1	
220557560	2	2	2	
220557560	2	4	1	
220557560	2	4	2	
220557560	2	5	1	
220557560	2	6	1	
220557560	2	7	1	
220557560	2	7	2	
220557560	2	8	1	
220557560	2	9	1	
220557560	2	10	1	
220557560	2	11	1	
220557792	1	1	1	
220557792	2	1	1	
220558700	2	3	1	
220558700	2	3	2	
220558700	2	4	1	
220570408	1	1	1	
220570408	1	1	2	
220570408	1	2	1	
220570408	1	3	1	
220570408	1	4	1	
220570408	1	5	1	
220570408	1	6	1	
220570408	1	6	2	
220570408	1	7	1	
220570408	1	8	1	
220570408	1	9	1	
220570408	1	9	2	
220570408	1	10	1	
220570408	1	12	1	
220570408	1	13	1	
220570408	1	14	1	
220570408	1	15	1	
220570408	1	16	1	
220570408	1	17	1	
220570408	1	17	2	
220570408	1	18	1	
224225152	2	1	1	
224225152	2	3	1	
224225152	2	4	1	
224225152	2	7	1	
224225152	2	7	2	
224225152	2	8	1	
224225152	2	9	1	
224225152	2	10	1	
224225152	2	11	1	
224225152	2	12	1	
224225152	2	13	1	
224225152	2	13	2	
224225152	2	14	1	
224225152	2	15	1	
224225152	2	16	1	
224225152	2	16	2	
224225152	2	17	1	
224225152	2	17	2	
224225152	2	18	1	
224225152	2	18	2	
224225152	2	19	1	
224225152	2	20	1	
224225152	2	21	1	
224225152	2	21	2	
224225152	2	22	1	
224225152	2	23	1	
224244458	2	1	1	
224244458	2	2	1	
224270730	2	1	1	
224270730	2	3	1	
224270730	2	4	1	
224270730	2	5	1	
224272527	2	1	1	
224278523	2	1	1	
224283342	2	1	1	
228463618	2	2	1	
228507309	2	1	1	
228507309	2	2	1	
228507309	2	2	2	
228507309	2	3	1	
228507309	2	3	2	
228507309	2	4	1	
228507309	2	5	1	
228507309	2	6	1	
228507309	2	7	1	
228507309	2	8	1	
228507309	2	8	2	
228507309	2	9	1	
228507309	2	10	1	
228507309	2	11	1	
228507309	2	11	2	
228507309	2	12	1	
228507309	2	12	2	
228507309	2	12	3	
228508202	2	1	1	
228508202	2	2	1	
228508202	2	3	1	
228570067	2	1	1	
228570067	2	2	1	
228570067	2	3	1	
229013887	1	2	1	
229034814	1	1	1	
229034814	1	3	1	
229034814	1	6	1	
229060052	1	1	1	
229060052	1	1	2	
229066844	2	1	1	
229066844	2	1	2	
229066844	2	1	3	
229066844	2	2	1	
229066844	2	3	1	
229070841	2	1	1	
229071346	2	1	1	
229071346	2	2	1	
229071346	2	3	1	
229071346	2	4	1	
229071346	2	4	2	
229071346	2	4	3	
229092618	2	1	1	
229092618	2	1	2	
229092618	2	2	1	
229092618	2	3	1	
229092618	2	4	1	
229096614	2	1	1	
229098638	2	1	1	
229105380	2	1	1	
229105380	2	2	1	
229105380	2	2	2	
229105380	2	2	3	
229137237	2	1	1	
229137237	2	2	1	
229137237	2	2	2	
229137237	2	3	1	
229137237	2	4	1	
229137237	2	5	1	
229137237	2	5	2	
229141941	2	1	1	
229141941	2	3	1	
229141941	2	4	1	
229141941	2	5	1	
229141941	2	5	2	
229141941	2	6	1	
229141941	2	7	1	
229141941	2	8	1	
229141941	2	9	1	
229141941	2	9	2	
229141941	2	10	1	
229141941	2	11	1	
229141941	2	12	1	
229141941	2	13	1	
229141941	2	14	1	
229141941	2	15	1	
229141941	2	16	1	
229141941	2	16	2	
229141941	2	16	3	
229141941	2	17	1	
229141941	2	18	1	
229141941	2	19	1	
229141941	2	20	1	
229141941	2	20	2	
229142295	2	1	1	
229142295	2	2	1	
229142295	2	3	1	
229142295	2	4	1	
229144144	2	1	1	
229145550	2	1	1	
229145550	2	3	1	
229145550	2	3	2	
229147247	2	1	1	
229147922	2	1	1	
229147922	2	1	2	
229147922	2	2	1	
229147922	2	3	1	
229147922	2	4	1	
229147922	2	4	2	
229147922	2	5	1	
229147922	2	5	2	
229147922	2	5	3	
229147922	2	6	1	
229147922	2	6	2	
229147922	2	7	1	
229147922	2	8	1	
229147922	2	8	2	
229147922	2	9	1	
229147922	2	9	2	
229147922	2	10	1	
229147922	2	11	1	
229147922	2	12	1	
229147922	2	13	1	
229147922	2	14	1	
229147922	2	15	1	
229147922	2	16	1	
229147922	2	17	1	
229147922	2	18	1	
229147927	2	1	1	
229147927	2	2	1	
229147927	2	3	1	
229147927	2	4	1	
229147927	2	5	1	
229147927	2	7	1	
229147927	2	8	1	
229147927	2	9	1	
229147927	2	10	1	
229147927	2	11	1	
229147927	2	11	2	
229147927	2	11	3	
229147927	2	13	1	
229147927	2	14	1	
229147927	2	14	2	
229147927	2	15	1	
229147927	2	16	1	
229147927	2	17	1	
229147927	2	18	1	
229147927	2	19	1	
229147927	2	20	1	
229147927	2	20	2	
229147927	2	21	1	
229147927	2	22	1	
229151691	2	1	1	
229151691	2	1	2	
229151691	2	2	1	
229151691	2	3	1	
229151691	2	3	2	
229151691	2	4	1	
229151691	2	5	1	
229151691	2	7	1	
229157853	2	1	1	
229807000	1	1	1	
229807000	1	1	2	
229807000	1	2	1	
229807000	1	2	2	
229807000	1	3	1	
229807000	1	4	1	
229807000	1	5	1	
229807000	1	6	1	
229807000	1	6	2	
229807000	1	6	3	
229807000	1	8	1	
229807000	1	9	1	
229807000	1	10	1	
229807000	1	11	1	
229807000	1	12	1	
229807000	1	13	1	
229807000	1	14	1	
229807000	1	15	1	
229807000	1	16	1	
229807000	1	17	1	
229807000	1	18	1	
229807000	1	19	1	
229807000	1	19	2	
229807000	1	20	1	
229807000	1	20	2	
229807000	1	21	1	
229807000	1	22	1	
229807000	1	24	1	
229807000	1	25	1	
229807000	1	25	2	
229807000	1	25	3	
229807000	1	26	1	
229807000	1	27	1	
229807000	1	29	1	
229807000	1	30	1	
229807051	1	1	1	
229807051	1	2	1	
229807051	1	3	1	
229807051	1	3	2	
229807051	1	4	1	
229807051	1	4	2	
229807051	1	4	3	
229807051	1	5	1	
229807051	1	5	2	
229807051	1	5	3	
230982053	2	1	1	
230982053	2	1	2	
230982053	2	1	3	
230982053	2	2	1	
230982053	2	2	2	
230982053	2	4	1	
230982053	2	7	1	
230982053	2	8	1	
230982053	2	9	1	
230982053	2	10	1	
230982053	2	10	2	
230982053	2	11	1	
231017428	2	1	1	
231017428	2	1	2	
231017428	2	2	1	
231017428	2	3	1	
231017428	2	3	2	
231017428	2	3	3	
231017428	2	4	1	
231017428	2	4	2	
231017428	2	5	1	
231017428	2	6	1	
231017428	2	7	1	
231017428	2	8	1	
231017428	2	8	2	
231017428	2	9	1	
231017428	2	9	2	
231017428	2	9	3	
231017428	2	10	1	
231017428	2	11	1	
231017428	2	11	2	
231017428	2	12	1	
231017428	2	12	2	
231017428	2	15	1	
231017428	2	16	1	
231017428	2	17	1	
231017428	2	18	1	
231017428	2	18	2	
231017428	2	18	3	
231017428	2	20	1	
231017428	2	20	2	
231017428	2	20	3	
231017428	2	21	1	
231017428	2	22	1	
231017428	2	23	1	
231017428	2	24	1	
231017428	2	24	2	
231017428	2	24	3	
231017428	2	25	1	
231017428	2	26	1	
231017428	2	27	1	
231017428	2	27	2	
231017428	2	28	1	
231017428	2	29	1	
231017428	2	30	1	
231017428	2	30	2	
231017428	2	31	1	
231017428	2	32	1	
231017428	2	33	1	
231020638	2	1	1	
231020638	2	2	1	
231020638	2	3	1	
231020638	2	4	1	
231020638	2	5	1	
231020638	2	6	1	
231020638	2	7	1	
231020638	2	7	2	
231020638	2	7	3	
231020638	2	10	1	
231020638	2	11	1	
231020638	2	11	2	
231020638	2	12	1	
231020638	2	12	2	
231020638	2	13	1	
231020638	2	14	1	
231020638	2	16	1	
231020638	2	16	2	
231020638	2	17	1	
231020638	2	17	2	
231020638	2	18	1	
231020638	2	18	2	
231020924	2	2	1	
231058925	2	1	1	
231058925	2	2	1	
231058925	2	3	1	
231058925	2	4	1	
231058925	2	4	2	
231058925	2	5	1	
231058925	2	6	1	
231058925	2	6	2	
231058925	2	7	1	
231061242	2	1	1	
231061242	2	3	1	
231061242	2	4	1	
231090784	1	1	1	
231090784	1	2	1	
231090784	1	2	2	
231090784	1	3	1	
231090784	1	5	1	
231090784	1	5	2	
231090784	2	1	1	
231090784	2	2	1	
231122278	1	1	1	
231267979	1	1	1	
231267979	1	2	1	
231267979	1	2	2	
231267979	1	3	1	
231267979	1	4	1	
231267979	1	5	1	
231267979	1	5	2	
231267979	1	6	1	
231267979	1	7	1	
231267979	1	7	2	
231267979	1	8	1	
231267979	1	9	1	
231267979	1	9	2	
231267979	1	9	3	
231267979	1	10	1	
231267979	1	11	1	
231267979	1	12	1	
231267979	1	13	1	
231267979	1	14	1	
231267979	1	15	1	
231267979	1	16	1	
231267979	1	16	2	
231267979	1	17	1	
231267979	1	18	1	
231267979	1	19	1	
231277216	2	1	1	
231631019	1	1	1	
231631019	1	2	1	
231631019	1	3	1	
231631020	1	1	1	
231631020	1	2	1	
231631020	1	2	2	
231632372	1	1	1	
231632372	1	2	1	
231632372	1	3	1	
231669332	1	1	1	
231708319	1	2	1	
231708319	1	3	1	
231708319	1	4	1	
231708319	1	5	1	
231708319	1	6	1	
231708319	1	7	1	
231708319	1	9	1	
231708319	1	11	1	
231708319	1	12	1	
231708319	1	12	2	
231708319	1	14	1	
231708319	1	14	2	
231708319	1	14	3	
231708319	1	15	1	
231708319	1	16	1	
231708319	1	17	1	
231708319	1	17	2	
231708319	1	17	3	
231708319	1	18	1	
231712555	1	1	1	
231712555	1	1	2	
231712555	1	3	1	
231712555	1	4	1	
231712555	1	5	1	
231810457	1	1	1	
231828370	1	1	1	
231828370	1	1	2	
231828370	1	1	3	
231828950	1	1	1	
231828950	2	1	1	
231828950	2	1	2	
231830359	1	1	1	
231830359	1	2	1	
231830359	2	1	1	
231831315	1	2	1	
231831315	1	2	2	
231831315	1	3	1	
231831315	2	1	1	
231835378	1	1	1	
231835378	1	1	2	
231835378	1	2	1	
231835378	1	3	1	
231835378	1	3	2	
231835378	1	4	1	
231835378	1	5	1	
231835378	1	7	1	
231835378	1	8	1	
231835378	1	9	1	
231835378	1	10	1	
231835378	2	1	1	
231835378	2	1	2	
231835378	2	2	1	
231835378	2	3	1	
231835378	2	4	1	
231835378	2	5	1	
231838187	1	1	1	
231850074	1	3	1	
231850074	1	4	1	
231850074	1	5	1	
231857003	1	1	1	
231857003	1	2	1	
231857003	1	4	1	
231857003	1	5	1	
231857003	1	6	1	
231857003	1	7	1	
231857003	1	8	1	
231857003	1	9	1	
231857003	1	10	1	
231857003	1	11	1	
231857003	1	12	1	
231857003	1	12	2	
231857003	2	1	1	
231857003	2	1	2	
231857003	2	2	1	
231857003	2	3	1	
231857003	2	4	1	
231857003	2	5	1	
231857003	2	6	1	
231857003	2	7	1	
231857003	2	8	1	
231857003	2	9	1	
231857003	2	10	1	
231857003	2	10	2	
231857003	2	11	1	
231867117	1	1	1	
231867117	1	2	1	
231867117	1	4	1	
231867117	1	5	1	
231867117	1	6	1	
231867117	1	7	1	
231867117	1	8	1	
231867117	1	8	2	
231867117	1	9	1	
231867117	1	9	2	
231867117	1	10	1	
231867117	1	11	1	
231867117	1	12	1	
231867117	1	13	1	
231867117	1	13	2	
231867117	1	13	3	
231867117	1	14	1	
231867117	1	15	1	
231867117	2	2	1	
231867117	2	3	1	
231867117	2	4	1	
231867117	2	5	1	
231867117	2	6	1	
231867117	2	6	2	
231867117	2	7	1	
231867117	2	8	1	
231867117	2	8	2	
231867117	2	10	1	
231867117	2	11	1	
231867117	2	12	1	
231867117	2	12	2	
231867117	2	13	1	
231867117	2	13	2	
231867117	2	14	1	
231907973	1	1	1	
231907973	1	1	2	
231907973	1	2	1	
231907973	1	3	1	
231907973	1	4	1	
231907973	1	4	2	
231907973	1	5	1	
231907973	1	5	2	
231907973	1	6	1	
231907973	1	7	1	
231907973	1	8	1	
231907973	1	8	2	
231907973	1	9	1	
231907973	1	9	2	
231907973	1	10	1	
231907973	1	11	1	
231907973	1	12	1	
231907973	1	13	1	
231907973	1	13	2	
231907973	2	1	1	
231907973	2	2	1	
231907973	2	3	1	
231907973	2	4	1	
231907973	2	7	1	
231907973	2	8	1	
231907973	2	9	1	
231907973	2	10	1	
231907973	2	11	1	
231907973	2	11	2	
231907973	2	12	1	
231907973	2	13	1	
231907973	2	14	1	
231907973	2	14	2	
231910539	1	1	1	
231910539	1	1	2	
231910539	1	2	1	
231910539	1	3	1	
231910539	1	4	1	
231910539	1	5	1	
231910539	1	5	2	
231910539	1	6	1	
231910539	1	7	1	
231910539	1	8	1	
231910539	1	9	1	
231910539	1	10	1	
231910539	1	10	2	
231910539	1	11	1	
231910539	1	11	2	
231910539	1	12	1	
231910539	1	13	1	
231910539	1	14	1	
231910539	1	15	1	
231910539	1	17	1	
231910539	1	18	1	
231910539	1	19	1	
231910539	1	20	1	
231910539	1	20	2	
231910539	1	20	3	
231910539	1	21	1	
231910539	1	21	2	
231910539	1	22	1	
231910539	1	23	1	
231910539	1	23	2	
231910539	2	1	1	
231910539	2	2	1	
231910539	2	2	2	
231910539	2	3	1	
231910539	2	4	1	
231910539	2	5	1	
231910539	2	6	1	
231910539	2	7	1	
231910539	2	7	2	
231910539	2	7	3	
231910539	2	8	1	
231910539	2	8	2	
231910539	2	9	1	
231910539	2	11	1	
231910539	2	12	1	
231910539	2	13	1	
231910539	2	15	1	
231910796	2	1	1	
231914259	1	1	1	
231914259	1	1	2	
231914259	1	2	1	
231914259	1	3	1	
231914259	1	3	2	
231914259	1	4	1	
231914259	1	5	1	
231914259	1	6	1	
231914259	1	7	1	
231914259	1	8	1	
231914259	1	9	1	
231914259	1	10	1	
231914259	1	10	2	
231914259	1	11	1	
231914259	1	11	2	
231914259	1	12	1	
231914259	1	12	2	
231914259	1	13	1	
231914259	1	13	2	
231914259	1	14	1	
231914259	1	15	1	
231914259	1	17	1	
231914259	1	17	2	
231914259	1	18	1	
